Última sincronização: 08/06/2026 00:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 08/06/2026 02:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 08/06/2026 04:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 08/06/2026 06:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 08/06/2026 08:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 08/06/2026 10:15 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 08/06/2026 12:14 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 00:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 04:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 06:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 08:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 10:14 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 12:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 14:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 16:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 18:14 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 20:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 07/06/2026 22:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 00:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 02:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 04:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 06:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 08:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 10:14 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 12:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 14:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 16:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 18:14 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 20:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 06/06/2026 22:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 00:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 02:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 04:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 06:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 08:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 10:14 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 12:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 14:14 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 16:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 18:14 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 20:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 05/06/2026 22:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 00:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 04:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 06:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 08:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 10:17 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 12:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 14:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 16:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 20:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 04/06/2026 22:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 03/06/2026 14:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 03/06/2026 16:12 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 03/06/2026 18:13 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 03/06/2026 20:15 • Sistema Rádio Web 2026,,,,,,,,,
Última sincronização: 03/06/2026 22:12 • Sistema Rádio Web 2026,,,,,,,,,
"=HYPERLINK(""https://drive.google.com/drive/folders/1U8AKQd97vNRlsDySngESbqySShaAh6Yq"", ""01 - JAN - 26 / 30/01 - SEX"")",B10- TJRN DETERMINA LABORATÓRIO CENTRAL,LEO, ✔, ✔,,BOLETIM_RADIO_TJRN_30_01_2026_B10_TJRN_DETERMINA_LABORATORIO_CENTRAL,https://docs.google.com/document/d/1B39eY7nCdBCWWuZuCKpt54yX3aa5YEuTAf5qX4WkNjw/edit?usp=drivesdk,2026-02-01,
"=HYPERLINK(""https://drive.google.com/drive/folders/1U8AKQd97vNRlsDySngESbqySShaAh6Yq"", ""01 - JAN - 26 / 30/01 - SEX"")",B9- TJRN DETERMINA INTERNAÇÃO UTI,LEO, ✔, ✔,,BOLETIM_RADIO_TJRN_30_01_2026_B9_TJRN_DETERMINA_INTERNACAO_UTI,https://docs.google.com/document/d/1HpS3qb_EVb4IQ6M_U8tD0ofaAnh--UldZz06mDOKPU0/edit?usp=drivesdk,2026-02-01,
